"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Aaron Epps","CTN",24,12,180,-0.47,50.93,-0.22,51.42,-2.94,3.4,0.8
"Adam Mokoka","AUS",22,4,90,-2.75,38.35,-12.8,43.38,-10.99,3.2,4.3
"Ade Murkey","IWA",23,13,282,-4.01,54.41,3.27,54.32,-0.05,1.5,-9.6
"Admiral Schofield","GBO",23,14,367,-5.85,43.24,-7.9,44.65,-9.72,1.5,-9.9
"Ahmad Caver","MHU",24,15,441,5.66,57.18,6.04,60.22,5.85,3.6,5.5
"Ahmed Hill","GBO",25,11,162,-2.13,50.8,-0.34,48.65,-5.72,1.1,-16.3
"Aleksej Pokusevski","OKL",19,13,328,-5.13,37.8,-13.35,39.89,-14.48,3.4,3.8
"Alen Smailagic","SCW",20,10,170,-1.77,54.41,3.27,56.65,2.28,3.4,-2.8
"Alize Johnson","RAP",24,15,481,5.27,59.54,8.39,62.64,8.27,2.4,11.8
"Allonzo Trier","IWA",25,9,237,-1.88,46.45,-4.69,50.36,-4,1.4,-15.9
"Amida Brimah","FWN",27,10,235,3.13,56.64,5.49,60.5,6.14,6,2.3
"Amir Coffey","ACC",23,7,225,1.97,48.16,-2.99,51.32,-3.05,1.7,6.6
"Amir Johnson","GLI",33,15,199,1.13,71.55,20.41,74.72,20.35,1.3,-4.8
"Andrew Rowsey","LAK",26,14,368,0.76,51.46,0.32,54.76,0.4,2,8.5
"Andrew White III","WES",27,15,281,-2.63,47.9,-3.24,48.57,-5.8,2.1,-5.9
"Anthony Cowan Jr.","MHU",23,15,226,4.05,55.63,4.49,58.68,4.31,3,12.4
"Anthony Lamb","RGV",23,12,261,6.8,60.45,9.31,62.62,8.25,4.1,13
"Anthony Lawrence II","FWN",24,3,34,-2.03,33.12,-18.03,33.44,-20.93,3.9,3.8
"Anthony Mathis","AUS",24,15,328,1.27,55.61,4.47,60.82,6.46,0.5,1.6
"Antonio Blakeney","CTN",24,15,399,-1.74,49.15,-1.99,52.93,-1.44,2.1,0.2
"Antonio Campbell","LAK",26,7,81,-1.52,54.97,3.83,56.37,2,3.5,7
"Antonius Cleveland","OKL",27,15,429,4.34,53.89,2.75,58.78,4.41,3,4.4
"Armoni Brooks","RGV",22,15,459,4.81,57.21,6.07,59.93,5.56,1.7,12.2
"Axel Toupane","SCW",28,9,286,8.07,62.94,11.8,67.75,13.39,2.7,13.6
"BJ Johnson","LIN",25,14,435,1.37,48.52,-2.62,56.79,2.42,2,2.4
"Bennie Boatwright","MHU",24,15,362,1.37,52.81,1.66,55.34,0.97,1,7
"Billy Garrett","LAK",26,13,382,-2.28,43.02,-8.12,48.77,-5.6,1.3,0.4
"Bobby Brown","GLI",36,12,271,-4.99,46.64,-4.5,49.28,-5.09,0.9,-10
"Brandon Ashley","GLI",26,15,305,1.77,58.56,7.41,60.98,6.61,3.1,0.6
"Brandon Sampson","DEL",23,6,50,-2.32,45.26,-5.88,48.54,-5.82,2,-2.9
"Braxton Key","DEL",24,12,147,0.04,45.37,-5.77,47.39,-6.98,5.8,8.6
"Breein Tyree","RAP",23,9,205,-2.93,50.96,-0.19,55.45,1.08,1.3,5.1
"Brian Bowen II","FWN",22,15,513,-1.66,43.05,-8.1,47.23,-7.14,1.8,2.8
"Brodric Thomas","CTN",24,14,469,3.06,54.67,3.53,56.01,1.64,4.2,-3.2
"Bryce Brown","WES",23,9,154,-1.69,43.45,-7.69,45.29,-9.08,2,-1.2
"CJ Massinburg","LIN",23,14,321,2.95,54.45,3.31,64.52,10.15,1.2,-6.2
"Caleb Homesley","ERI",24,15,374,1.92,50.62,-0.52,52.11,-2.26,3.6,2.4
"Cameron Reynolds","AUS",26,14,406,-1.68,48.7,-2.44,52.07,-2.29,1.6,0.8
"Canyon Barry","IWA",27,14,375,0.83,58.55,7.41,65,10.64,1,1.8
"Cassius Stanley","FWN",21,12,334,-4.11,47.06,-4.08,47.74,-6.63,1.7,-7.5
"Cassius Winston","ERI",23,15,455,1.75,53.57,2.43,56.43,2.06,1.9,7.3
"Charles Matthews","CTN",24,11,200,-3.12,30.07,-21.08,34.11,-20.25,2.8,-1.6
"Charlie Brown Jr.","IWA",24,13,389,0.5,52.87,1.72,56.49,2.12,3.2,-12.2
"Chasson Randle","LAK",28,2,53,-0.84,66.45,15.31,68.68,14.31,0.9,17.9
"Cody Demps","GLI",27,15,299,-1.85,56.84,5.7,59.95,5.58,2.3,3.8
"D.J. Hogg","LAK",24,15,302,2.14,54.95,3.8,55.46,1.09,2.6,8.5
"Daishen Nix","GLI",19,15,398,-2.27,40.91,-10.23,45.72,-8.65,2,-2.6
"Dakarai Allen","SLC",26,9,182,-3.33,50,-1.14,52.48,-1.89,3.2,-5.7
"Dakarai Tucker","IWA",26,13,338,0.88,61.59,10.45,62.88,8.52,2.6,-5.9
"Daniel Hamilton","ACC",25,1,29,-1.67,50,-1.14,46.8,-7.56,3,6.1
"Darnell Cowart","MHU",22,7,30,-2.18,22.46,-28.68,28.85,-25.52,0,-7.7
"David Stockton","MHU",29,15,442,-0.19,50.78,-0.36,52.91,-1.46,1.8,-3
"Daxter Miles Jr.","FWN",26,15,330,-3.1,42.07,-9.07,43.35,-11.01,2.7,-2.8
"Desure Buie","RGV",24,3,14,-2.01,24.73,-26.42,33.9,-20.47,3,-21.2
"Devin Cannady","LAK",24,13,335,1.41,53.31,2.17,56.32,1.95,1.6,-0.1
"Devin Robinson","FWN",26,14,361,4.55,68.63,17.49,69.96,15.59,3.3,-7.8
"Devon Dotson","CTN",21,10,314,2.46,51.23,0.09,55.56,1.19,2.5,2.6
"Dewan Hernandez","RGV",24,14,202,2.99,69.32,18.18,69.12,14.75,2.3,0.5
"Donta Hall","RAP",23,12,297,6.88,62.02,10.87,63.96,9.59,5.1,0.3
"Donte Grantham","ACC",25,13,332,-0.97,44.38,-6.77,47.13,-7.24,1.7,-9.9
"Dusty Hannahs","SCW",27,13,391,-1.72,55.9,4.76,57.91,3.54,1.4,1.1
"Dwayne Sutton","SCW",24,5,113,-1.5,52.34,1.19,53.82,-0.55,2.4,-13.5
"Elie Okobo","LIN",23,14,381,-2.67,44.12,-7.03,45.55,-8.82,2.2,-5.1
"Elijah Hughes","SLC",23,5,132,-2.45,39.44,-11.7,44.05,-10.32,1.5,-9.5
"Elijah Pemberton","SCW",23,10,176,-0.61,62.1,10.95,64.16,9.8,1.1,24.8
"Emanuel Terry","ACC",24,15,428,1.65,63.71,12.57,64.09,9.72,2.6,-1.2
"Emmitt Williams","ACC",22,13,160,-2.19,53.75,2.61,59.96,5.59,2.8,-15.5
"Eric Stuteville","ERI",26,3,30,-1.89,49.48,-1.66,40.71,-13.66,0,0
"Festus Ezeli","WES",31,2,9,-1.98,0,-51.14,0,-54.37,5,-25
"Freddie Gillespie","MHU",23,15,417,2.72,56.64,5.5,55.86,1.49,5.9,-0.4
"Galen Robinson Jr.","AUS",23,8,198,0.81,50.71,-0.43,47.99,-6.38,3.1,5.2
"Gary Payton II","RAP",28,13,284,8.84,57.71,6.57,59.36,4.99,6.7,3.7
"Grant Riller","GBO",24,11,283,1.26,61.25,10.11,63.98,9.62,2.2,-8.2
"Henry Ellenson","RAP",24,15,459,6.28,61.52,10.38,66.1,11.74,1.4,17.6
"Ignas Brazdeikis","WES",22,12,409,2.35,51.3,0.16,55.09,0.72,1.4,4.3
"Isaiah Briscoe","IWA",24,12,366,-1.93,42.35,-8.8,48.51,-5.86,1.6,4.9
"Isaiah Brown","SCW",22,3,43,-2.3,49.7,-1.44,50,-4.37,1.2,8.4
"Isaiah Joe","DEL",21,2,68,-3.22,30.31,-20.83,30.31,-24.06,2.1,-4.1
"Isaiah Reese","SCW",24,14,314,0.86,51.94,0.79,53.01,-1.36,2.5,11.6
"Isaiah Todd","GLI",19,15,366,-2.35,48.55,-2.59,51.69,-2.68,2.3,-4.7
"Ivan Rabb","DEL",24,15,243,5.34,57.28,6.14,63.59,9.22,4.2,-0.8
"J.J. Avila","ACC",29,13,207,0.02,50.78,-0.36,59.16,4.79,3.5,3.5
"JJ Moore","WES",29,8,174,-0.7,60.33,9.19,63.1,8.73,0.5,0.3
"JaKeenan Gant","FWN",24,3,16,-2.24,50.25,-0.89,50,-4.37,0,25.7
"Jacob Evans","SCW",23,4,86,-0.45,60.61,9.46,62.48,8.12,0.6,8.4
"Jahlil Tripp","MHU",23,15,340,-3.16,49.16,-1.98,51.46,-2.91,2.2,-2.6
"Jahmi'us Ramsey","ACC",19,12,252,-4.34,40.99,-10.15,45.83,-8.53,1.3,0
"Jake Toolson","SLC",25,1,19,-1.94,37.84,-13.3,53.31,-1.06,0,-30.6
"Jalen Adams","ERI",25,14,408,2.65,58.07,6.93,61.4,7.03,2.6,4.3
"Jalen Green","GLI",19,15,480,1.7,53.54,2.39,58.91,4.54,2.6,-7.2
"Jalen Harris","RAP",22,7,206,2.71,56.7,5.56,59.35,4.98,2.7,9.9
"Jalen Lecque","FWN",20,14,424,-2.57,43.4,-7.74,47.7,-6.67,2,-0.1
"Jalen McDaniels","GBO",23,2,76,-1.06,44.85,-6.29,55.96,1.59,4.2,-22.9
"Jalen Smith","ACC",20,6,98,-1.87,43.07,-8.07,45.86,-8.51,2.3,-14.6
"James Palmer Jr.","ACC",24,15,494,-1.89,42.89,-8.25,49.26,-5.1,1.6,-3.3
"James Young","WES",25,14,324,1.53,45.02,-6.12,51.05,-3.32,1.5,-4.7
"Jared Brownridge","DEL",26,15,373,2.03,56.51,5.37,59.8,5.44,1.3,1.2
"Jared Harper","WES",23,12,398,4.03,54.93,3.79,60.72,6.35,1.7,6.8
"Jarrett Jack","GLI",37,15,372,-2.37,48.37,-2.78,50.31,-4.06,1.8,4.8
"Jarrod Uthoff","ERI",27,14,421,6.29,59.54,8.39,61.82,7.45,2.8,6.2
"Jarron Cumberland","RAP",23,8,106,-2.3,46.92,-4.22,52.71,-1.66,1.3,-9.5
"Javin DeLaurier","GBO",22,7,78,-1.66,54.11,2.97,66.07,11.7,3.9,-1.1
"Jaylen Hoard","OKL",21,15,330,0.96,50.68,-0.46,58.17,3.8,2.7,1.5
"Jaylen Morris","AUS",25,6,134,0.35,83.33,32.19,82.87,28.5,2.7,-3.7
"Jeff Dowtin","LAK",23,15,296,-0.61,52.16,1.02,54.82,0.46,2.4,5.6
"Jeff Roberson","GBO",24,11,229,-1.35,59.4,8.26,60.27,5.9,1,-13.7
"Jemerrio Jones","DEL",25,12,311,-1.11,47.64,-3.5,46.17,-8.19,2.5,13.6
"Jeremiah Martin","LIN",24,15,477,2.65,50,-1.14,53.26,-1.11,4.5,0
"Jeremy Lin","SCW",32,9,281,4.21,59.29,8.15,66.71,12.34,2,4.3
"Jessie Govan","GLI",23,8,89,-0.6,72.03,20.88,70.8,16.43,2.3,-14.4
"Jon Teske","LAK",23,15,297,-1.26,44.59,-6.56,47.49,-6.88,3.9,1.9
"Jonathan Kasibabu","AUS",24,6,99,-1.19,61.51,10.37,68.38,14.01,1.4,-9.7
"Jonathan Kuminga","GLI",18,13,426,-1.25,43.2,-7.94,46.98,-7.39,2.6,-5.5
"Jontay Porter","MHU",21,9,151,-0.92,38.72,-12.43,40.66,-13.7,6,5.9
"Jordan Bell","ERI",26,7,192,3.21,82.3,31.16,82.69,28.32,5.6,22.4
"Jordan Bone","DEL",23,15,372,2.54,45.77,-5.37,49.66,-4.71,3.2,-1.1
"Jordan Bowden","LIN",24,14,289,0.95,54.9,3.76,55.65,1.29,2.1,-3.3
"Jordan Ford","ACC",22,15,408,1.84,55.58,4.44,57.86,3.5,1.3,-3.7
"Jordan Murphy","IWA",24,14,236,0.79,38.94,-12.2,41.49,-12.88,3.9,-2.7
"Jordan Nwora","SLC",22,1,24,-0.89,74.73,23.58,77.51,23.15,2,-11.8
"Jordan Poole","SCW",21,11,368,-1.26,52.5,1.36,60.19,5.82,0.9,5
